LON,LAT,REGION,ENVSETT,SITE,CORE,DEPTH,subsmple_up_depth_cm,subsmple_lw_depth_cm,core_up_depth_cm,core_lw_depth_cm,core_depth_interval_cm,N_pcent,C_pcent,BD_gcc,,,,,
-82.150279,26.47816,N25,ET1,SB1,1,2,20,25,15,30,15,1.679,31.000,0.150,,,,,
-82.150279,26.47816,N25,ET1,SB1,1,3,37.5,42.5,30,50,20,1.533,30.643,0.203,,,,,
-82.150279,26.47816,N25,ET1,SB1,1,4,72.5,77.5,50,100,50,0.505,13.789,0.510,,,,,
-82.150279,26.47816,N25,ET1,SB1,2,1,5,10,0,15,15,1.775,36.068,0.234,,,,,
-82.150279,26.47816,N25,ET1,SB1,2,2,20,25,15,30,15,1.394,31.321,0.189,,,,,
-82.150279,26.47816,N25,ET1,SB1,2,3,37.5,42.5,30,50,20,1.010,25.394,0.249,,,,,
-82.150279,26.47816,N25,ET1,SB1,2,4,72.5,77.5,50,100,50,0.609,20.846,0.381,,,,,
-82.150279,26.47816,N25,ET1,SB1,3,1,5,10,0,15,15,1.261,35.227,0.165,,,,,
-82.150279,26.47816,N25,ET1,SB1,3,2,20,25,15,30,15,1.430,28.321,0.134,,,,,
-82.150279,26.47816,N25,ET1,SB1,3,3,37.5,42.5,30,50,20,0.701,13.925,0.508,,,,,
-82.150279,26.47816,N25,ET1,SB1,3,4,72.5,77.5,50,100,50,0.174,3.972,0.942,,,,,
-81.734164,26.020741,N25,ET1,RB12,1,1,5,10,0,15,15,1.562,30.813,0.211,,,,,
-81.734164,26.020741,N25,ET1,RB12,1,2,20,25,15,30,15,1.447,25.331,0.207,,,,,
-81.734164,26.020741,N25,ET1,RB12,1,3,37.5,42.5,30,50,20,1.209,25.219,0.195,,,,,
-81.734164,26.020741,N25,ET1,RB12,1,4,72.5,77.5,50,100,50,0.652,13.488,0.331,,,,,
-81.734164,26.020741,N25,ET1,RB12,2,1,5,10,0,15,15,1.721,30.050,0.209,,,,,
-81.734164,26.020741,N25,ET1,RB12,2,2,20,25,15,30,15,1.434,26.782,0.195,,,,,
-81.734164,26.020741,N25,ET1,RB12,2,3,37.5,42.5,30,50,20,1.133,23.420,0.257,,,,,
-81.734164,26.020741,N25,ET1,RB12,2,4,72.5,77.5,50,100,50,1.815,32.552,0.336,,,,,
-81.734164,26.020741,N25,ET1,RB12,3,1,5,10,0,15,15,1.814,33.110,0.278,,,,,
-81.734164,26.020741,N25,ET1,RB12,3,2,20,25,15,30,15,0.822,16.872,0.397,,,,,
-81.734164,26.020741,N25,ET1,RB12,3,3,37.5,42.5,30,50,20,0.373,6.919,0.715,,,,,
-81.734164,26.020741,N25,ET1,RB12,3,4,72.5,77.5,50,100,50,0.282,5.491,0.762,,,,,
-81.652519,25.927605,N25,ET1,RB23,1,1,5,10,0,15,15,1.433,29.756,0.195,,,,,
-81.652519,25.927605,N25,ET1,RB23,1,2,20,25,15,30,15,1.235,29.598,0.217,,,,,
-81.652519,25.927605,N25,ET1,RB23,1,3,37.5,42.5,30,50,20,1.098,29.141,0.232,,,,,
-81.652519,25.927605,N25,ET1,RB23,1,4,72.5,77.5,50,100,50,0.670,12.929,0.273,,,,,
-81.652519,25.927605,N25,ET1,RB23,2,1,5,10,0,15,15,1.529,30.053,0.161,,,,,
-81.652519,25.927605,N25,ET1,RB23,2,2,20,25,15,30,15,1.289,30.126,0.162,,,,,
-81.652519,25.927605,N25,ET1,RB23,2,3,37.5,42.5,30,50,20,1.295,29.490,0.203,,,,,
-81.652519,25.927605,N25,ET1,RB23,2,4,72.5,77.5,50,100,50,0.531,11.804,0.284,,,,,
-81.652519,25.927605,N25,ET1,RB23,3,1,5,10,0,15,15,1.476,28.717,0.160,,,,,
-81.652519,25.927605,N25,ET1,RB23,3,2,20,25,15,30,15,1.171,28.684,0.173,,,,,
-81.652519,25.927605,N25,ET1,RB23,3,3,37.5,42.5,30,50,20,1.267,26.856,0.223,,,,,
-81.652519,25.927605,N25,ET1,RB23,3,4,72.5,77.5,50,100,50,0.664,14.804,0.309,,,,,
-81.07154,25.364747,N20,ET2,SRS61,1,1,5,10,0,15,15,0.967,16.051,0.324,,,,,
-81.07154,25.364747,N20,ET2,SRS61,1,2,20,25,15,30,15,1.110,24.490,0.207,,,,,
-81.07154,25.364747,N20,ET2,SRS61,1,3,37.5,42.5,30,50,20,1.052,19.212,0.263,,,,,
-81.07154,25.364747,N20,ET2,SRS61,1,4,72.5,77.5,50,100,50,1.160,21.442,0.223,,,,,
-81.07154,25.364747,N20,ET2,SRS61,2,1,5,10,0,15,15,0.608,10.074,0.502,,,,,
-81.07154,25.364747,N20,ET2,SRS61,2,2,20,25,15,30,15,1.091,17.255,0.314,,,,,
-81.07154,25.364747,N20,ET2,SRS61,2,3,37.5,42.5,30,50,20,1.215,19.895,0.253,,,,,
-81.07154,25.364747,N20,ET2,SRS61,2,4,72.5,77.5,50,100,50,1.160,20.307,0.239,,,,,
-81.07154,25.364747,N20,ET2,SRS61,3,1,5,10,0,15,15,1.368,21.275,0.209,,,,,
-81.07154,25.364747,N20,ET2,SRS61,3,2,20,25,15,30,15,1.120,19.033,0.252,,,,,
-81.07154,25.364747,N20,ET2,SRS61,3,3,37.5,42.5,30,50,20,0.986,19.672,0.276,,,,,
-81.07154,25.364747,N20,ET2,SRS61,3,4,72.5,77.5,50,100,50,0.975,16.529,0.313,,,,,
-80.955321,25.299336,N20,ET2,NR2,1,1,5,10,0,15,15,1.049,12.512,0.367,,,,,
-80.955321,25.299336,N20,ET2,NR2,1,2,20,25,15,30,15,0.794,10.366,0.434,,,,,
-80.955321,25.299336,N20,ET2,NR2,1,3,37.5,42.5,30,50,20,1.006,15.266,0.328,,,,,
-80.955321,25.299336,N20,ET2,NR2,1,4,72.5,77.5,50,100,50,1.066,14.043,0.322,,,,,
-80.955321,25.299336,N20,ET2,NR2,2,1,5,10,0,15,15,1.324,17.709,0.249,,,,,
-80.955321,25.299336,N20,ET2,NR2,2,2,20,25,15,30,15,0.867,12.256,0.339,,,,,
-80.955321,25.299336,N20,ET2,NR2,2,3,37.5,42.5,30,50,20,0.978,14.778,0.300,,,,,
-80.955321,25.299336,N20,ET2,NR2,2,4,72.5,77.5,50,100,50,0.956,13.133,0.346,,,,,
-80.955321,25.299336,N20,ET2,NR2,3,1,5,10,0,15,15,1.486,25.246,0.185,,,,,
-80.955321,25.299336,N20,ET2,NR2,3,2,20,25,15,30,15,0.877,18.205,0.289,,,,,
-80.955321,25.299336,N20,ET2,NR2,3,3,37.5,42.5,30,50,20,1.324,26.905,0.164,,,,,
-80.955321,25.299336,N20,ET2,NR2,3,4,72.5,77.5,50,100,50,0.915,13.437,0.305,,,,,
-80.905646,25.182819,N20,ET2,CB3,1,1,5,10,0,15,15,2.075,30.775,0.139,,,,,
-80.905646,25.182819,N20,ET2,CB3,1,2,20,25,15,30,15,1.359,27.008,0.183,,,,,
-80.905646,25.182819,N20,ET2,CB3,1,3,37.5,42.5,30,50,20,0.925,12.858,0.339,,,,,
-80.905646,25.182819,N20,ET2,CB3,1,4,72.5,77.5,50,100,50,0.853,20.695,0.321,,,,,
-80.905646,25.182819,N20,ET2,CB3,2,1,5,10,0,15,15,1.654,29.909,0.174,,,,,
-80.905646,25.182819,N20,ET2,CB3,2,2,20,25,15,30,15,1.862,33.063,0.168,,,,,
-80.905646,25.182819,N20,ET2,CB3,2,3,37.5,42.5,30,50,20,1.688,32.754,0.174,,,,,
-80.905646,25.182819,N20,ET2,CB3,2,4,72.5,77.5,50,100,50,0.384,5.983,0.703,,,,,
-80.905646,25.182819,N20,ET2,CB3,3,1,5,10,0,15,15,1.891,31.041,0.136,,,,,
-80.905646,25.182819,N20,ET2,CB3,3,2,20,25,15,30,15,1.484,31.261,0.190,,,,,
-80.905646,25.182819,N20,ET2,CB3,3,3,37.5,42.5,30,50,20,1.047,16.800,0.293,,,,,
-80.905646,25.182819,N20,ET2,CB3,3,4,72.5,77.5,50,100,50,0.244,2.974,0.989,,,,,
-80.642399,25.204705,N19,CT,TS71,1,1,5,10,0,15,15,1.704,36.334,0.129,,,,,
-80.642399,25.204705,N19,CT,TS71,1,2,20,25,15,30,15,0.924,40.019,0.223,,,,,
-80.642399,25.204705,N19,CT,TS71,1,3,37.5,42.5,30,50,20,1.576,32.203,0.182,,,,,
-80.642399,25.204705,N19,CT,TS71,1,4,72.5,77.5,50,100,50,1.456,29.080,0.168,,,,,
-80.642399,25.204705,N19,CT,TS71,2,1,5,10,0,15,15,1.579,32.817,0.159,,,,,
-80.642399,25.204705,N19,CT,TS71,2,2,20,25,15,30,15,1.632,32.842,0.205,,,,,
-80.642399,25.204705,N19,CT,TS71,2,3,37.5,42.5,30,50,20,1.466,33.241,0.185,,,,,
-80.642399,25.204705,N19,CT,TS71,2,4,72.5,77.5,50,100,50,1.055,31.880,0.142,,,,,
-80.642399,25.204705,N19,CT,TS71,3,1,5,10,0,15,15,1.716,39.475,0.168,,,,,
-80.642399,25.204705,N19,CT,TS71,3,2,20,25,15,30,15,1.960,36.210,0.205,,,,,
-80.642399,25.204705,N19,CT,TS71,3,3,37.5,42.5,30,50,20,1.065,40.641,0.242,,,,,
-80.642399,25.204705,N19,CT,TS71,3,4,72.5,77.5,50,100,50,1.056,30.059,0.127,,,,,
-80.531304,25.214869,N19,CT,TS82,1,1,5,10,0,15,15,0.815,12.144,0.355,,,,,
-80.531304,25.214869,N19,CT,TS82,1,2,20,25,15,30,15,0.397,6.200,0.696,,,,,
-80.531304,25.214869,N19,CT,TS82,1,3,37.5,42.5,30,50,20,1.537,29.340,0.188,,,,,
-80.531304,25.214869,N19,CT,TS82,1,4,72.5,77.5,50,100,50,0.602,9.907,0.342,,,,,
-80.531304,25.214869,N19,CT,TS82,2,1,5,10,0,15,15,0.694,8.442,0.364,,,,,
-80.531304,25.214869,N19,CT,TS82,2,2,20,25,15,30,15,0.908,16.271,0.393,,,,,
-80.531304,25.214869,N19,CT,TS82,2,3,37.5,42.5,30,50,20,1.855,32.727,0.206,,,,,
-80.531304,25.214869,N19,CT,TS82,2,4,72.5,77.5,50,100,50,1.339,29.104,0.121,,,,,
-80.531304,25.214869,N19,CT,TS82,3,1,5,10,0,15,15,0.683,12.365,0.371,,,,,
-80.531304,25.214869,N19,CT,TS82,3,2,20,25,15,30,15,1.101,18.662,0.267,,,,,
-80.531304,25.214869,N19,CT,TS82,3,3,37.5,42.5,30,50,20,1.772,28.819,0.199,,,,,
-80.531304,25.214869,N19,CT,TS82,3,4,72.5,77.5,50,100,50,1.303,29.832,0.117,,,,,
-80.456374,25.202916,N19,CT,TC3,1,1,5,10,0,15,15,0.794,13.587,0.291,,,,,
-80.456374,25.202916,N19,CT,TC3,1,2,20,25,15,30,15,0.381,6.828,0.497,,,,,
-80.456374,25.202916,N19,CT,TC3,1,3,37.5,42.5,30,50,20,0.422,9.005,0.285,,,,,
-80.456374,25.202916,N19,CT,TC3,1,4,72.5,77.5,50,100,50,0.216,2.993,0.714,,,,,
-80.456374,25.202916,N19,CT,TC3,2,1,5,10,0,15,15,0.535,7.887,0.406,,,,,
-80.456374,25.202916,N19,CT,TC3,2,2,20,25,15,30,15,0.297,4.274,0.693,,,,,
-80.456374,25.202916,N19,CT,TC3,2,3,37.5,42.5,30,50,20,0.696,14.732,0.217,,,,,
-80.456374,25.202916,N19,CT,TC3,2,4,72.5,77.5,50,100,50,0.240,3.257,0.798,,,,,
-80.456374,25.202916,N19,CT,TC3,3,1,5,10,0,15,15,0.567,9.113,0.344,,,,,
-80.456374,25.202916,N19,CT,TC3,3,2,20,25,15,30,15,0.291,5.495,0.690,,,,,
-80.456374,25.202916,N19,CT,TC3,3,3,37.5,42.5,30,50,20,0.886,20.368,0.199,,,,,
-80.456374,25.202916,N19,CT,TC3,3,4,72.5,77.5,50,100,50,0.241,4.671,0.775,,,,,
-38.911237,-13.493223,S13,CT1,GP1,1,1,5,10,0,15,15,0.087,2.535,0.853,,,,,
-38.911237,-13.493223,S13,CT1,GP1,1,2,20,25,15,30,15,0.181,4.594,0.552,,,,,
-38.911237,-13.493223,S13,CT1,GP1,1,3,37.5,42.5,30,50,20,0.290,7.319,0.391,,,,,
-38.911237,-13.493223,S13,CT1,GP1,1,4,72.5,77.5,50,100,50,0.104,2.675,0.676,,,,,
-38.911237,-13.493223,S13,CT1,GP1,2,1,5,10,0,15,15,0.144,3.352,0.713,,,,,
-38.911237,-13.493223,S13,CT1,GP1,2,2,20,25,15,30,15,0.135,3.111,0.636,,,,,
-38.911237,-13.493223,S13,CT1,GP1,2,3,37.5,42.5,30,50,20,0.196,4.755,0.476,,,,,
-38.911237,-13.493223,S13,CT1,GP1,2,4,72.5,77.5,50,100,50,0.155,5.511,0.495,,,,,
-38.911237,-13.493223,S13,CT1,GP1,3,1,5,10,0,15,15,0.150,5.045,0.563,,,,,
-38.911237,-13.493223,S13,CT1,GP1,3,2,20,25,15,30,15,0.156,4.861,0.542,,,,,
-38.911237,-13.493223,S13,CT1,GP1,3,3,37.5,42.5,30,50,20,0.125,4.862,0.492,,,,,
-38.911237,-13.493223,S13,CT1,GP1,3,4,72.5,77.5,50,100,50,0.192,5.034,0.454,,,,,
-38.89258,-13.454386,S13,CT1,GP2,1,1,5,10,0,15,15,0.425,12.379,0.341,,,,,
-38.89258,-13.454386,S13,CT1,GP2,1,2,20,25,15,30,15,0.403,12.695,0.318,,,,,
-38.89258,-13.454386,S13,CT1,GP2,1,3,37.5,42.5,30,50,20,0.371,10.802,0.333,,,,,
-38.89258,-13.454386,S13,CT1,GP2,1,4,72.5,77.5,50,100,50,0.101,2.626,0.823,,,,,
-38.89258,-13.454386,S13,CT1,GP2,2,1,5,10,0,15,15,0.323,7.892,0.405,,,,,
-38.89258,-13.454386,S13,CT1,GP2,2,2,20,25,15,30,15,0.411,12.712,0.385,,,,,
-38.89258,-13.454386,S13,CT1,GP2,2,3,37.5,42.5,30,50,20,0.747,7.325,0.369,,,,,
-38.89258,-13.454386,S13,CT1,GP2,2,4,72.5,77.5,50,100,50,0.112,4.864,0.687,,,,,
-38.89258,-13.454386,S13,CT1,GP2,3,1,5,10,0,15,15,0.326,6.170,0.540,,,,,
-38.89258,-13.454386,S13,CT1,GP2,3,2,20,25,15,30,15,0.283,6.281,0.463,,,,,
-38.89258,-13.454386,S13,CT1,GP2,3,3,37.5,42.5,30,50,20,0.164,2.748,0.992,,,,,
-38.89258,-13.454386,S13,CT1,GP2,3,4,72.5,77.5,50,100,50,0.091,1.631,1.314,,,,,
-38.906864,-13.473796,S13,CT1,GP3,1,1,5,10,0,15,15,0.205,2.844,0.579,,,,,
-38.906864,-13.473796,S13,CT1,GP3,1,2,20,25,15,30,15,0.253,5.527,0.560,,,,,
-38.906864,-13.473796,S13,CT1,GP3,1,3,37.5,42.5,30,50,20,0.178,5.493,0.723,,,,,
-38.906864,-13.473796,S13,CT1,GP3,1,4,72.5,77.5,50,100,50,0.108,5.454,1.061,,,,,
-38.906864,-13.473796,S13,CT1,GP3,2,1,5,10,0,15,15,0.213,7.145,0.562,,,,,
-38.906864,-13.473796,S13,CT1,GP3,2,2,20,25,15,30,15,0.234,5.913,0.573,,,,,
-38.906864,-13.473796,S13,CT1,GP3,2,3,37.5,42.5,30,50,20,0.264,4.864,0.532,,,,,
-38.906864,-13.473796,S13,CT1,GP3,2,4,72.5,77.5,50,100,50,0.113,4.450,0.780,,,,,
-38.906864,-13.473796,S13,CT1,GP3,3,1,5,10,0,15,15,0.264,5.056,0.613,,,,,
-38.906864,-13.473796,S13,CT1,GP3,3,2,20,25,15,30,15,0.727,19.265,0.228,,,,,
-38.906864,-13.473796,S13,CT1,GP3,3,3,37.5,42.5,30,50,20,0.352,7.246,0.460,,,,,
-38.906864,-13.473796,S13,CT1,GP3,3,4,72.5,77.5,50,100,50,0.128,3.807,0.977,,,,,
-82.281247, 8.307105,N9,ET3,CQ1,1,1,5,10,0,15,15,0.270,7.240,0.362,,,,,
-82.281247, 8.307105,N9,ET3,CQ1,1,2,20,25,15,30,15,0.260,5.610,0.418,,,,,
-82.281247, 8.307105,N9,ET3,CQ1,1,3,37.5,42.5,30,50,20,0.250,5.100,0.366,,,,,
-82.281247, 8.307105,N9,ET3,CQ1,1,4,72.5,77.5,50,100,50,0.220,4.660,0.501,,,,,
-82.281247, 8.307105,N9,ET3,CQ1,2,1,5,10,0,15,15,0.320,8.980,0.357,,,,,
-82.281247, 8.307105,N9,ET3,CQ1,2,2,20,25,15,30,15,0.340,10.600,0.339,,,,,
-82.281247, 8.307105,N9,ET3,CQ1,2,3,37.5,42.5,30,50,20,0.250,7.180,0.379,,,,,
-82.281247, 8.307105,N9,ET3,CQ1,2,4,72.5,77.5,50,100,50,0.250,6.940,0.477,,,,,
-82.281247, 8.307105,N9,ET3,CQ1,3,1,5,10,0,15,15,0.330,9.920,0.333,,,,,
-82.281247, 8.307105,N9,ET3,CQ1,3,2,20,25,15,30,15,0.330,11.920,0.266,,,,,
-82.281247, 8.307105,N9,ET3,CQ1,3,3,37.5,42.5,30,50,20,0.250,9.080,0.324,,,,,
-82.281247, 8.307105,N9,ET3,CQ1,3,4,72.5,77.5,50,100,50,0.230,9.250,0.361,,,,,
-82.349890,8.276765,N9,ET3,CQ2,1,1,5,10,0,15,15,0.440,12.000,0.403,,,,,
-82.349890,8.276765,N9,ET3,CQ2,1,2,20,25,15,30,15,0.400,9.040,0.411,,,,,
-82.349890,8.276765,N9,ET3,CQ2,1,3,37.5,42.5,30,50,20,0.390,9.000,0.419,,,,,
-82.349890,8.276765,N9,ET3,CQ2,1,4,72.5,77.5,50,100,50,0.230,5.180,0.609,,,,,
-82.349890,8.276765,N9,ET3,CQ2,2,1,5,10,0,15,15,0.370,8.720,0.340,,,,,
-82.349890,8.276765,N9,ET3,CQ2,2,2,20,25,15,30,15,0.440,10.070,0.294,,,,,
-82.349890,8.276765,N9,ET3,CQ2,2,3,37.5,42.5,30,50,20,0.260,5.840,0.537,,,,,
-82.349890,8.276765,N9,ET3,CQ2,2,4,72.5,77.5,50,100,50,0.220,4.860,0.573,,,,,
-82.349890,8.276765,N9,ET3,CQ2,3,1,5,10,0,15,15,0.410,10.790,0.422,,,,,
-82.349890,8.276765,N9,ET3,CQ2,3,2,20,25,15,30,15,0.410,11.430,0.276,,,,,
-82.349890,8.276765,N9,ET3,CQ2,3,3,37.5,42.5,30,50,20,0.380,9.770,0.329,,,,,
-82.349890,8.276765,N9,ET3,CQ2,3,4,72.5,77.5,50,100,50,0.270,6.110,0.521,,,,,
-82.440367,8.317855,N9,ET3,CQ3,1,1,5,10,0,15,15,0.230,4.770,0.465,,,,,
-82.440367,8.317855,N9,ET3,CQ3,1,2,20,25,15,30,15,0.230,4.710,0.520,,,,,
-82.440367,8.317855,N9,ET3,CQ3,1,3,37.5,42.5,30,50,20,0.230,6.580,0.457,,,,,
-82.440367,8.317855,N9,ET3,CQ3,1,4,72.5,77.5,50,100,50,0.250,5.700,0.391,,,,,
-82.440367,8.317855,N9,ET3,CQ3,2,1,5,10,0,15,15,0.280,4.910,0.393,,,,,
-82.440367,8.317855,N9,ET3,CQ3,2,2,20,25,15,30,15,0.270,5.620,0.453,,,,,
-82.440367,8.317855,N9,ET3,CQ3,2,3,37.5,42.5,30,50,20,0.240,5.140,0.475,,,,,
-82.440367,8.317855,N9,ET3,CQ3,2,4,72.5,77.5,50,100,50,0.240,4.830,0.381,,,,,
-82.440367,8.317855,N9,ET3,CQ3,3,1,5,10,0,15,15,0.270,7.050,0.423,,,,,
-82.440367,8.317855,N9,ET3,CQ3,3,2,20,25,15,30,15,0.230,5.000,0.420,,,,,
-82.440367,8.317855,N9,ET3,CQ3,3,3,37.5,42.5,30,50,20,0.220,5.150,0.431,,,,,
-82.440367,8.317855,N9,ET3,CQ3,3,4,72.5,77.5,50,100,50,0.250,5.780,0.453,,,,,
-47.513154,-24.691084,S26,LG1,SP1,1,1,5,10,0,15,15,0.448,8.533,0.397,,,,,
-47.513154,-24.691084,S26,LG1,SP1,1,2,20,25,15,30,15,0.418,8.147,0.390,,,,,
-47.513154,-24.691084,S26,LG1,SP1,1,3,37.5,42.5,30,50,20,0.426,6.579,0.381,,,,,
-47.513154,-24.691084,S26,LG1,SP1,1,4,72.5,77.5,50,100,50,0.277,3.240,0.706,,,,,
-47.513154,-24.691084,S26,LG1,SP1,2,1,5,10,0,15,15,0.429,6.672,0.361,,,,,
-47.513154,-24.691084,S26,LG1,SP1,2,2,20,25,15,30,15,0.399,6.519,0.346,,,,,
-47.513154,-24.691084,S26,LG1,SP1,2,3,37.5,42.5,30,50,20,0.386,6.384,0.410,,,,,
-47.513154,-24.691084,S26,LG1,SP1,2,4,72.5,77.5,50,100,50,0.334,4.847,0.463,,,,,
-47.513154,-24.691084,S26,LG1,SP1,3,1,5,10,0,15,15,0.215,5.957,0.649,,,,,
-47.513154,-24.691084,S26,LG1,SP1,3,2,20,25,15,30,15,0.441,10.688,0.439,,,,,
-47.513154,-24.691084,S26,LG1,SP1,3,3,37.5,42.5,30,50,20,0.117,2.360,0.810,,,,,
-47.513154,-24.691084,S26,LG1,SP1,3,4,72.5,77.5,50,100,50,0.084,1.163,1.401,,,,,
-47.917862,-25.018879,S26,LG1,SP2,1,1,5,10,0,15,15,0.235,2.573,0.940,,,,,
-47.917862,-25.018879,S26,LG1,SP2,1,2,20,25,15,30,15,0.200,1.957,0.964,,,,,
-47.917862,-25.018879,S26,LG1,SP2,1,3,37.5,42.5,30,50,20,0.236,2.821,0.776,,,,,
-47.917862,-25.018879,S26,LG1,SP2,1,4,72.5,77.5,50,100,50,0.278,3.553,0.671,,,,,
-47.917862,-25.018879,S26,LG1,SP2,2,1,5,10,0,15,15,0.162,1.870,1.326,,,,,
-47.917862,-25.018879,S26,LG1,SP2,2,2,20,25,15,30,15,0.181,2.328,1.150,,,,,
-47.917862,-25.018879,S26,LG1,SP2,2,3,37.5,42.5,30,50,20,0.177,1.825,1.004,,,,,
-47.917862,-25.018879,S26,LG1,SP2,2,4,72.5,77.5,50,100,50,0.265,3.294,0.588,,,,,
-47.917862,-25.018879,S26,LG1,SP2,3,1,5,10,0,15,15,0.323,4.266,0.509,,,,,
-47.917862,-25.018879,S26,LG1,SP2,3,2,20,25,15,30,15,0.356,5.906,0.507,,,,,
-47.917862,-25.018879,S26,LG1,SP2,3,3,37.5,42.5,30,50,20,0.284,4.320,0.560,,,,,
-47.917862,-25.018879,S26,LG1,SP2,3,4,72.5,77.5,50,100,50,0.280,3.953,0.637,,,,,
-48.022265,-25.230937,S26,LG1,SP3,1,1,5,10,0,15,15,0.499,7.857,0.313,,,,,
-48.022265,-25.230937,S26,LG1,SP3,1,2,20,25,15,30,15,0.494,8.375,0.362,,,,,
-48.022265,-25.230937,S26,LG1,SP3,1,3,37.5,42.5,30,50,20,0.451,9.028,0.370,,,,,
-48.022265,-25.230937,S26,LG1,SP3,1,4,72.5,77.5,50,100,50,0.208,2.673,0.807,,,,,
-48.022265,-25.230937,S26,LG1,SP3,2,1,5,10,0,15,15,0.513,8.948,0.348,,,,,
-48.022265,-25.230937,S26,LG1,SP3,2,2,20,25,15,30,15,0.466,7.744,0.364,,,,,
-48.022265,-25.230937,S26,LG1,SP3,2,3,37.5,42.5,30,50,20,0.400,6.960,0.376,,,,,
-48.022265,-25.230937,S26,LG1,SP3,2,4,72.5,77.5,50,100,50,0.292,4.603,0.493,,,,,
-48.022265,-25.230937,S26,LG1,SP3,3,1,5,10,0,15,15,0.391,7.602,0.633,,,,,
-48.022265,-25.230937,S26,LG1,SP3,3,2,20,25,15,30,15,0.287,4.327,0.588,,,,,
-48.022265,-25.230937,S26,LG1,SP3,3,3,37.5,42.5,30,50,20,0.281,4.903,0.675,,,,,
-48.022265,-25.230937,S26,LG1,SP3,3,4,72.5,77.5,50,100,50,0.173,2.480,0.928,,,,,